id,parent,name,class,status,type,description
REQ-F-LAB-003,F-LAB,Kriittiset arvot -hälytys,Requirement,In design,Functional,"<h3>Kriittiset arvot -hälytys</h3><p>Tämä vaatimus määrittelee, mitä f-lab toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Kun syötetty arvo on kriittisen rajan ulkopuolella, järjestelmä nostaa hälytyksen lääkärille.</li><li>Hälytys näkyy tehtävälistalla ja vaatii kuittauksen.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-LAB-004,F-LAB,Tulosten jakelu,Requirement,In design,Functional,"<h3>Tulosten jakelu</h3><p>Tämä vaatimus määrittelee, mitä f-lab toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Valmiit tulokset liitetään potilaskertomukseen ja ovat nähtävissä lääkärille ja hoitajalle.</li><li>Potilaalle voidaan tulostaa yhteenveto pyydettäessä.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-LAB-005,F-LAB,Tulosten korjaus,Requirement,In design,Functional,"<h3>Tulosten korjaus</h3><p>Tämä vaatimus määrittelee, mitä f-lab toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Virheellinen tulos voidaan korjata; alkuperäinen arvo säilyy historiassa selitteineen.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-BILL-001,F-BILL,Käyntimaksun muodostus,Requirement,In design,Functional,"<h3>Käyntimaksun muodostus</h3><p>Tämä vaatimus määrittelee, mitä f-bill toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Käynnille muodostuu maksu palvelutyypin ja potilasryhmän perusteella konfiguroitavin säännöin.</li><li>Maksu näkyy kassalle; kuitin tulostus on mahdollista.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-BILL-002,F-BILL,Tuoterivit toimenpiteistä,Requirement,In design,Functional,"<h3>Tuoterivit toimenpiteistä</h3><p>Tämä vaatimus määrittelee, mitä f-bill toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Toteutuneet toimenpiteet muuttuvat laskutusriveiksi määrineen ja yksikköhintoineen.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-BILL-003,F-BILL,Alennukset ja vapautukset,Requirement,In design,Functional,"<h3>Alennukset ja vapautukset</h3><p>Tämä vaatimus määrittelee, mitä f-bill toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Määriteltyjen sääntöjen perusteella maksu voidaan asettaa nollaan tai alennettuun hintaan; päätös kirjataan.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-BILL-004,F-BILL,Raportit ja vienti,Requirement,In design,Functional,"<h3>Raportit ja vienti</h3><p>Tämä vaatimus määrittelee, mitä f-bill toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Laskutustiedot voidaan viedä CSV-muodossa kirjanpitojärjestelmään.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-UXD-001,F-UX-DOCTOR,Ensikäynnin näkymä – yleiskuva,Requirement,In design,Functional,"<h3>Ensikäynnin näkymä – yleiskuva</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Lääkärin ensikäynnin näkymä avautuu ajanvarauslistalta valittuun potilaaseen ja näyttää vain kyseiseen käyntiin liittyvät osiot.</li><li>Näkymä koostuu paneeleista: potilaan perustiedot, syy tuloon, anamneesi, status, diagnoosit, määräykset ja yhteenveto.</li><li>Kaikki pakolliset kohdat on merkitty ja käyttöliittymä estää kesken jättämisen ilmoittamatta syistä.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-UXD-002,F-UX-DOCTOR,Syy tuloon -osio,Requirement,In design,Functional,"<h3>Syy tuloon -osio</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Lääkäri kirjaa potilaan pääasiallisen oireen ja keston rakenteisesti sekä vapaana tekstinä.</li><li>Valinnat ovat konfiguroitavia; vähintään yksi päärivi vaaditaan tallennukseen.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-UXD-003,F-UX-DOCTOR,Anamneesi-osion pikaelementit,Requirement,In design,Functional,"<h3>Anamneesi-osion pikaelementit</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Yleisimmille kysymyksille on pikanapit (allergiat, lääkitys, aikaisemmat sairaudet), jotka täyttävät valmiita fraaseja.</li><li>Pikanapit ovat muokattavia ylläpidosta ilman koodausta.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-UXD-004,F-UX-DOCTOR,Status-osion rakenteet,Requirement,In design,Functional,"<h3>Status-osion rakenteet</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Status jaetaan elinjärjestelmittäin; jokaisessa osiossa on valmiit vaihtoehdot ja poikkeamakenttä.</li><li>Vähintään yksi statusmerkintä vaaditaan ennen diagnoosin kirjausta.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-UXD-005,F-UX-DOCTOR,Diagnoosin valinta näkymässä,Requirement,In design,Functional,"<h3>Diagnoosin valinta näkymässä</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Diagnoosi valitaan hakukentällä; vain voimassa olevat koodit sallitaan.</li><li>Pääkoodi on pakollinen ennen määräysten antamista.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
